transaction_id,timestamp,amount,transaction_hour,transaction_day,customer_age,customer_transaction_count_24h,customer_avg_amount,amount_deviation,is_new_device,is_new_location,distance_from_usual_location,failed_attempts_24h,transactions_last_10min,payment_method,merchant_category,customer_account_age_days,previous_chargebacks,ip_risk_score,device_risk_score,velocity_score,fraud_label
TXN101230,2026-09-01 23:42:10,2596.3,23,1,30,1,1607.6,1.62,1,0,3.7,0,0,UPI,electronics,138,0,0.134,0.19,0.03,0
TXN101231,2026-08-24 03:58:44,1227.59,3,0,29,3,1655.74,0.74,0,0,1.6,0,0,UPI,utilities,949,1,0.114,0.093,0.09,0
TXN101232,2026-08-15 11:46:25,1593.51,11,5,53,5,907.53,1.76,0,0,9.1,0,0,UPI,grocery,796,0,0.214,0.132,0.15,0
TXN101233,2026-08-28 12:32:06,680.08,12,4,36,4,1168.23,0.58,0,0,1.8,0,1,UPI,ecommerce,556,0,0.091,0.187,0.32,0
TXN101234,2026-09-03 12:22:49,5382.7,12,3,37,3,3552.64,1.52,0,1,361.1,2,0,DEBIT_CARD,gaming,177,0,0.184,0.529,0.09,0
TXN101235,2026-08-10 18:13:12,859.1,18,0,35,4,1790.89,0.48,0,1,110.7,0,1,UPI,travel,156,0,0.34,0.212,0.32,0
TXN101236,2026-08-29 03:34:37,5359.53,3,5,20,3,2432.57,2.2,0,0,7.3,0,2,NET_BANKING,ecommerce,512,0,0.106,0.368,0.49,0
TXN101237,2026-08-17 16:10:22,2370.57,16,0,24,1,1651.87,1.44,0,0,2.6,0,0,UPI,gaming,31,0,0.51,0.162,0.03,0
TXN101238,2026-08-08 12:27:18,3985.97,12,5,45,1,1614.74,2.47,0,0,3.0,0,0,UPI,ecommerce,618,0,0.285,0.188,0.03,0
TXN101239,2026-08-15 08:03:12,2762.99,8,5,37,2,1733.92,1.59,1,0,8.5,0,1,UPI,utilities,202,0,0.114,0.305,0.26,0
TXN101240,2026-08-26 06:17:42,2950.26,6,2,25,0,3841.75,0.77,1,1,254.3,0,0,DEBIT_CARD,travel,9,0,0.229,0.149,0.0,1
TXN101241,2026-08-27 18:34:10,327.97,18,3,51,2,1526.26,0.21,0,0,4.5,0,0,UPI,ecommerce,257,3,0.245,0.112,0.06,1
TXN101242,2026-08-14 22:22:41,1279.03,22,4,23,1,480.42,2.66,0,0,5.9,0,0,UPI,utilities,141,0,0.082,0.167,0.03,0
TXN101243,2026-08-22 22:42:43,5372.79,22,5,31,4,4524.46,1.19,0,0,1.4,0,0,NET_BANKING,travel,93,0,0.16,0.344,0.12,0
TXN101244,2026-08-06 06:32:09,5479.59,6,3,26,0,1600.74,3.42,0,0,3.8,0,0,DEBIT_CARD,grocery,298,0,0.354,0.3,0.0,0
TXN101245,2026-08-18 16:22:31,4330.86,16,1,22,1,2528.05,1.71,0,0,4.9,0,0,DEBIT_CARD,travel,604,0,0.101,0.074,0.03,0
TXN101246,2026-08-15 17:33:37,1048.38,17,5,43,4,1182.53,0.89,0,0,5.0,0,0,UPI,ecommerce,33,0,0.169,0.103,0.12,0
TXN101247,2026-08-07 16:19:23,511.93,16,4,45,0,1281.25,0.4,0,1,319.1,0,0,UPI,ecommerce,350,0,0.254,0.021,0.0,0
TXN101248,2026-08-31 00:34:34,243.91,0,0,23,4,743.54,0.33,0,0,4.7,0,2,UPI,ecommerce,120,0,0.123,0.302,0.52,0
TXN101249,2026-08-23 05:42:30,1133.32,5,6,50,0,2121.07,0.53,0,0,0.9,0,0,CREDIT_CARD,grocery,339,0,0.137,0.306,0.0,0
TXN101250,2026-08-14 02:51:51,868.11,2,4,43,2,610.68,1.42,0,0,2.6,0,0,UPI,utilities,599,0,0.032,0.253,0.06,0
TXN101251,2026-08-08 15:37:25,1100.09,15,5,52,5,1360.13,0.81,0,0,7.0,2,1,CREDIT_CARD,grocery,320,0,0.091,0.21,0.35,0
TXN101252,2026-08-15 23:59:45,977.31,23,5,44,2,732.46,1.33,0,1,51.5,0,0,CREDIT_CARD,electronics,302,0,0.359,0.229,0.06,0
TXN101253,2026-08-27 21:42:34,7169.75,21,3,30,4,3323.13,2.16,0,0,5.7,0,0,DEBIT_CARD,utilities,604,0,0.151,0.287,0.12,0
TXN101254,2026-08-08 22:02:07,646.78,22,5,32,6,907.27,0.71,0,0,8.3,0,0,UPI,grocery,97,0,0.052,0.266,0.18,0
TXN101255,2026-08-31 03:56:11,121.21,3,0,49,2,245.32,0.49,0,1,86.4,0,0,UPI,travel,150,0,0.17,0.096,0.06,0
TXN101256,2026-08-21 11:44:36,1535.7,11,4,43,4,1095.28,1.4,0,0,6.7,1,0,UPI,ecommerce,95,0,0.049,0.076,0.12,0
TXN101257,2026-08-16 16:55:37,702.44,16,6,53,0,695.21,1.01,0,0,1.2,0,0,UPI,electronics,170,0,0.206,0.296,0.0,0
TXN101258,2026-08-27 11:25:01,1916.82,11,3,22,3,4013.92,0.48,0,0,10.1,0,0,CREDIT_CARD,travel,24,0,0.106,0.073,0.09,0
TXN101259,2026-08-12 02:47:21,2938.01,2,2,34,3,1970.81,1.49,0,0,1.6,0,0,CREDIT_CARD,travel,210,0,0.287,0.098,0.09,0
TXN101260,2026-08-28 14:47:40,6374.35,14,4,32,3,3901.3,1.63,0,0,1.1,0,0,UPI,electronics,501,0,0.069,0.298,0.09,0
TXN101261,2026-08-21 04:47:35,2155.57,4,4,44,1,3256.2,0.66,0,0,6.4,0,0,UPI,travel,39,0,0.167,0.303,0.03,0
TXN101262,2026-08-14 07:15:41,1056.55,7,4,49,9,1326.95,0.8,0,0,6.5,0,0,UPI,electronics,202,0,0.23,0.273,0.27,0
TXN101263,2026-08-30 05:14:34,1439.15,5,6,20,6,977.03,1.47,0,0,6.7,0,0,UPI,travel,89,0,0.084,0.063,0.18,0
TXN101264,2026-08-17 04:16:56,1461.18,4,0,25,4,1016.15,1.44,0,1,180.5,0,0,UPI,travel,622,0,0.377,0.135,0.12,0
TXN101265,2026-08-08 11:04:45,7804.64,11,5,29,3,10840.74,0.72,0,0,3.5,1,0,CREDIT_CARD,ecommerce,293,0,0.076,0.271,0.09,0
TXN101266,2026-08-27 10:06:42,2332.91,10,3,31,3,3208.91,0.73,1,0,7.9,0,0,UPI,travel,338,0,0.536,0.208,0.09,0
TXN101267,2026-09-03 09:35:31,5708.69,9,3,42,4,3537.47,1.61,1,1,121.2,0,0,WALLET,ecommerce,1800,0,0.062,0.317,0.12,0
TXN101268,2026-08-28 11:48:36,287.64,11,4,22,1,641.61,0.45,0,1,438.1,0,0,DEBIT_CARD,electronics,88,0,0.161,0.12,0.03,0
TXN101269,2026-08-09 18:17:13,1945.44,18,6,58,3,3142.14,0.62,0,0,11.7,0,0,CREDIT_CARD,electronics,253,0,0.219,0.029,0.09,0
TXN101270,2026-08-09 14:04:47,1003.87,14,6,46,1,1014.3,0.99,0,0,11.3,1,0,UPI,ecommerce,91,0,0.174,0.099,0.03,0
TXN101271,2026-08-12 20:49:21,2613.73,20,2,18,2,6955.1,0.38,0,0,1.0,0,0,UPI,grocery,303,0,0.208,0.249,0.06,0
TXN101272,2026-08-27 02:11:29,4962.26,2,3,37,5,5445.93,0.91,1,0,4.6,0,1,UPI,ecommerce,92,0,0.157,0.198,0.35,0
TXN101273,2026-08-24 21:05:25,2470.19,21,0,35,4,3622.71,0.68,0,0,7.5,0,1,CREDIT_CARD,luxury,97,0,0.227,0.18,0.32,0
TXN101274,2026-08-30 13:16:36,7036.45,13,6,46,4,5400.59,1.3,0,0,6.8,1,0,UPI,gaming,78,0,0.319,0.062,0.12,0
TXN101275,2026-08-31 08:50:52,534.08,8,0,38,4,1115.21,0.48,0,0,6.9,0,1,UPI,ecommerce,300,0,0.317,0.289,0.32,0
TXN101276,2026-08-07 19:20:52,719.35,19,4,40,6,934.23,0.77,0,0,1.0,0,0,WALLET,grocery,200,0,0.374,0.35,0.18,0
TXN101277,2026-08-06 00:01:36,1444.49,0,3,38,4,1070.89,1.35,0,0,7.4,0,1,DEBIT_CARD,travel,173,0,0.189,0.165,0.32,0
TXN101278,2026-08-15 03:08:11,2390.68,3,5,25,0,1619.02,1.48,0,0,3.1,0,0,UPI,travel,1800,0,0.276,0.295,0.0,0
TXN101279,2026-08-23 19:38:28,6696.35,19,6,43,3,3677.0,1.82,0,1,147.8,1,2,UPI,grocery,12,0,0.1,0.172,0.49,0
TXN101280,2026-08-27 10:40:34,375.34,10,3,52,1,504.25,0.74,0,1,231.3,0,0,NET_BANKING,ecommerce,1279,0,0.252,0.207,0.03,0
TXN101281,2026-08-19 14:44:20,1358.16,14,2,31,3,2097.71,0.65,0,0,9.4,1,0,CREDIT_CARD,utilities,6,0,0.111,0.164,0.09,0
TXN101282,2026-08-11 23:05:09,2887.55,23,1,36,4,3430.79,0.84,1,0,0.0,0,0,DEBIT_CARD,ecommerce,197,0,0.111,0.163,0.12,0
TXN101283,2026-08-20 00:59:24,1153.59,0,3,33,1,646.68,1.78,0,0,5.4,0,0,CREDIT_CARD,gaming,845,0,0.158,0.172,0.03,0
TXN101284,2026-08-10 10:00:20,2667.33,10,0,42,4,1690.23,1.58,1,0,10.3,0,0,CREDIT_CARD,ecommerce,29,0,0.333,0.502,0.12,0
TXN101285,2026-08-20 03:39:43,3707.28,3,3,47,2,2863.23,1.29,0,0,2.5,0,0,UPI,grocery,1105,0,0.215,0.153,0.06,0
TXN101286,2026-08-31 13:48:29,1148.96,13,0,33,1,1481.99,0.78,0,0,11.2,0,0,UPI,ecommerce,1057,3,0.172,0.079,0.03,1
TXN101287,2026-08-20 15:01:34,3688.15,15,3,31,2,3490.81,1.06,0,0,4.9,0,1,DEBIT_CARD,grocery,511,0,0.164,0.067,0.26,0
TXN101288,2026-08-17 19:36:36,2328.43,19,0,29,3,1727.71,1.35,1,0,4.8,0,0,UPI,gaming,156,0,0.258,0.23,0.09,0
TXN101289,2026-08-14 07:10:16,1037.78,7,4,18,2,1503.77,0.69,1,0,9.5,0,0,UPI,ecommerce,299,0,0.167,0.257,0.06,0
TXN101290,2026-08-14 14:51:40,644.01,14,4,50,3,1828.42,0.35,0,0,1.9,0,0,NET_BANKING,ecommerce,57,0,0.13,0.412,0.09,0
TXN101291,2026-08-23 10:44:00,845.78,10,6,25,2,907.16,0.93,0,0,8.0,0,0,UPI,ecommerce,495,0,0.004,0.132,0.06,0
TXN101292,2026-08-31 10:52:42,853.11,10,0,18,6,2277.85,0.37,0,0,3.6,0,1,UPI,electronics,122,0,0.128,0.051,0.38,0
TXN101293,2026-08-16 03:33:32,162.85,3,6,18,6,485.78,0.34,0,0,10.6,0,5,CREDIT_CARD,ecommerce,301,0,0.534,0.057,1.0,0
TXN101294,2026-08-27 21:01:58,2311.24,21,3,46,2,1853.44,1.25,0,0,3.8,0,0,UPI,grocery,97,0,0.391,0.381,0.06,0
TXN101295,2026-08-21 21:14:34,2055.57,21,4,43,5,2037.07,1.01,0,0,8.2,0,0,UPI,electronics,246,0,0.022,0.162,0.15,0
TXN101296,2026-08-07 22:30:28,2056.32,22,4,46,1,3653.73,0.56,0,0,1.5,0,0,UPI,ecommerce,741,0,0.152,0.036,0.03,0
TXN101297,2026-08-30 03:30:03,1310.29,3,6,38,2,2453.23,0.53,0,0,10.2,0,0,UPI,ecommerce,100,0,0.155,0.181,0.06,0
TXN101298,2026-08-13 06:19:56,425.63,6,3,31,1,890.62,0.48,0,0,8.3,0,1,NET_BANKING,electronics,252,0,0.247,0.251,0.23,0
TXN101299,2026-08-27 10:21:46,964.35,10,3,22,5,647.62,1.49,0,0,8.9,0,1,UPI,travel,395,0,0.071,0.19,0.35,0
TXN101300,2026-08-27 23:53:07,1933.64,23,3,31,3,1773.14,1.09,0,0,1.2,0,0,CREDIT_CARD,ecommerce,236,0,0.23,0.143,0.09,0
TXN101301,2026-08-22 12:09:32,712.42,12,5,18,3,1090.57,0.65,0,0,6.0,2,0,UPI,gaming,33,0,0.3,0.059,0.09,0
TXN101302,2026-08-12 14:51:48,3005.12,14,2,21,1,2249.28,1.34,0,0,6.7,3,0,UPI,electronics,389,0,0.165,0.065,0.03,0
TXN101303,2026-08-28 07:29:30,2512.02,7,4,65,10,2366.07,1.06,0,0,10.9,1,8,UPI,grocery,200,0,0.262,0.348,1.0,0
TXN101304,2026-08-18 17:38:12,716.86,17,1,28,2,335.69,2.14,1,0,11.6,0,1,UPI,electronics,318,0,0.083,0.15,0.26,1
TXN101305,2026-09-02 10:45:48,6668.84,10,2,36,1,2050.39,3.25,0,0,11.1,1,0,UPI,travel,81,0,0.201,0.35,0.03,0
TXN101306,2026-08-27 06:51:35,682.61,6,3,51,2,289.98,2.35,0,0,6.3,2,0,CREDIT_CARD,ecommerce,773,0,0.584,0.091,0.06,0
TXN101307,2026-08-13 12:50:46,2251.72,12,3,35,3,2403.16,0.94,0,0,1.7,0,0,DEBIT_CARD,electronics,31,0,0.163,0.072,0.09,0
TXN101308,2026-09-01 20:49:43,14978.13,20,1,46,4,8679.94,1.73,0,0,11.4,0,0,UPI,grocery,22,0,0.384,0.238,0.12,0
TXN101309,2026-08-10 22:36:45,17121.45,22,0,36,3,13641.42,1.26,0,0,10.0,0,0,UPI,travel,71,0,0.028,0.061,0.09,0
TXN101310,2026-08-20 07:57:10,2031.12,7,3,20,6,1235.84,1.64,0,0,10.8,0,0,DEBIT_CARD,grocery,143,0,0.051,0.485,0.18,0
TXN101311,2026-08-15 23:50:46,3019.36,23,5,33,0,2882.71,1.05,0,0,3.4,0,0,UPI,electronics,417,0,0.092,0.289,0.0,0
TXN101312,2026-08-24 04:14:20,1775.28,4,0,35,1,1177.18,1.51,0,0,11.6,1,0,DEBIT_CARD,electronics,649,0,0.338,0.02,0.03,0
TXN101313,2026-08-14 18:41:30,2430.56,18,4,42,5,2813.86,0.86,0,0,10.9,1,2,UPI,grocery,143,0,0.198,0.132,0.55,0
TXN101314,2026-08-12 14:59:59,1516.0,14,2,51,0,2141.88,0.71,0,1,126.7,0,0,CREDIT_CARD,gaming,619,0,0.09,0.085,0.0,0
TXN101315,2026-08-23 02:47:21,1887.8,2,6,35,1,1952.69,0.97,0,0,11.6,0,0,UPI,gaming,49,0,0.229,0.066,0.03,0
TXN101316,2026-09-03 02:12:52,912.42,2,3,38,2,1547.58,0.59,1,0,11.8,0,0,UPI,travel,523,0,0.237,0.482,0.06,0
TXN101317,2026-08-14 20:28:50,741.05,20,4,38,2,589.89,1.26,0,0,8.9,0,0,UPI,gaming,54,0,0.046,0.62,0.06,0
TXN101318,2026-08-18 04:29:34,1239.94,4,1,47,1,2399.11,0.52,0,0,5.0,1,0,CREDIT_CARD,ecommerce,271,0,0.115,0.217,0.03,0
TXN101319,2026-08-25 21:14:43,991.37,21,1,26,3,1696.36,0.58,1,0,4.7,0,1,UPI,electronics,6,0,0.103,0.246,0.29,0
TXN101320,2026-08-27 22:32:36,1488.26,22,3,57,2,1746.39,0.85,0,0,9.0,0,0,DEBIT_CARD,ecommerce,266,0,0.136,0.241,0.06,0
TXN101321,2026-08-11 18:48:53,2133.09,18,1,31,3,1172.77,1.82,0,0,7.5,0,0,NET_BANKING,electronics,399,0,0.41,0.087,0.09,0
TXN101322,2026-09-01 07:39:39,125.74,7,1,54,0,360.34,0.35,0,1,317.1,0,0,UPI,ecommerce,78,0,0.051,0.258,0.0,0
TXN101323,2026-09-02 16:06:44,1236.23,16,2,27,1,1421.98,0.87,1,0,11.6,0,0,UPI,grocery,149,0,0.04,0.402,0.03,0
TXN101324,2026-08-07 08:59:56,1879.73,8,4,41,2,1139.36,1.65,0,0,7.0,0,0,WALLET,utilities,428,0,0.313,0.388,0.06,0
TXN101325,2026-09-01 05:05:30,4161.12,5,1,36,2,1484.37,2.8,0,0,11.2,0,0,WALLET,ecommerce,761,0,0.134,0.02,0.06,0
TXN101326,2026-08-14 15:04:04,3096.19,15,4,25,1,2452.17,1.26,0,0,4.2,0,0,CREDIT_CARD,utilities,522,0,0.248,0.464,0.03,0
TXN101327,2026-08-23 00:23:29,795.9,0,6,46,4,854.47,0.93,0,0,9.4,0,0,NET_BANKING,electronics,468,0,0.216,0.221,0.12,0
TXN101328,2026-08-27 21:55:14,1737.91,21,3,18,1,2368.77,0.73,0,0,9.3,0,0,WALLET,utilities,205,0,0.302,0.259,0.03,0
TXN101329,2026-08-09 17:48:52,441.24,17,6,52,1,525.07,0.84,0,0,8.7,0,0,DEBIT_CARD,gaming,338,0,0.157,0.362,0.03,0
TXN101330,2026-08-11 19:00:13,594.53,19,1,51,2,1063.68,0.56,0,0,10.4,3,0,CREDIT_CARD,ecommerce,409,0,0.077,0.015,0.06,0
TXN101331,2026-08-07 12:53:38,3314.52,12,4,23,3,3889.4,0.85,0,0,8.7,0,0,UPI,electronics,113,0,0.142,0.019,0.09,0
TXN101332,2026-08-07 11:47:38,1136.18,11,4,33,3,1331.15,0.85,0,0,8.4,0,1,CREDIT_CARD,gaming,917,0,0.324,0.056,0.29,0
TXN101333,2026-08-14 20:56:23,2804.99,20,4,42,2,1551.41,1.81,0,0,0.4,0,0,CREDIT_CARD,ecommerce,239,0,0.059,0.198,0.06,0
TXN101334,2026-08-12 23:00:06,6716.61,23,2,47,5,4840.85,1.39,0,0,8.8,0,0,NET_BANKING,grocery,23,0,0.235,0.264,0.15,0
TXN101335,2026-09-01 12:15:02,388.27,12,1,34,1,568.9,0.68,0,0,7.3,0,0,UPI,utilities,1800,0,0.087,0.259,0.03,0
TXN101336,2026-08-27 01:06:03,1468.56,1,3,18,3,1803.65,0.81,0,1,415.4,0,0,CREDIT_CARD,ecommerce,481,0,0.02,0.261,0.09,0
TXN101337,2026-09-03 15:14:59,1313.63,15,3,37,2,3284.09,0.4,0,0,6.5,2,0,UPI,electronics,305,0,0.148,0.141,0.06,0
TXN101338,2026-08-25 04:18:58,2510.33,4,1,39,2,2559.67,0.98,0,0,7.4,0,0,UPI,electronics,231,0,0.165,0.456,0.06,0
TXN101339,2026-08-24 23:11:11,2157.1,23,0,39,6,3557.66,0.61,0,0,2.5,0,1,NET_BANKING,travel,53,0,0.112,0.251,0.38,0
TXN101340,2026-08-24 00:44:57,932.96,0,0,29,2,618.66,1.51,0,0,1.7,0,0,UPI,gaming,384,0,0.112,0.638,0.06,0
TXN101341,2026-08-11 21:04:02,3824.3,21,1,27,2,2178.55,1.76,0,0,9.0,0,0,UPI,luxury,281,0,0.257,0.197,0.06,0
TXN101342,2026-09-02 07:56:10,1103.18,7,2,39,8,2214.24,0.5,0,0,1.6,0,1,DEBIT_CARD,gaming,69,0,0.051,0.136,0.44,0
TXN101343,2026-08-20 01:15:06,1788.34,1,3,24,4,2208.68,0.81,0,0,3.9,0,1,UPI,ecommerce,244,0,0.259,0.331,0.32,0
TXN101344,2026-09-01 23:41:48,4954.7,23,1,29,2,3758.78,1.32,0,0,11.7,0,0,UPI,gaming,739,0,0.313,0.257,0.06,0
TXN101345,2026-08-21 08:18:40,3795.53,8,4,39,4,1967.68,1.93,0,0,9.1,0,0,WALLET,utilities,300,0,0.086,0.561,0.12,0
TXN101346,2026-08-08 06:58:31,608.56,6,5,31,4,553.7,1.1,0,1,34.2,0,0,CREDIT_CARD,utilities,489,0,0.142,0.127,0.12,0
TXN101347,2026-08-24 21:54:27,680.31,21,0,26,3,1386.92,0.49,0,0,1.3,0,1,UPI,utilities,15,0,0.323,0.082,0.29,0
TXN101348,2026-08-29 13:49:18,489.1,13,5,56,3,926.77,0.53,0,0,5.4,0,1,DEBIT_CARD,travel,55,0,0.18,0.065,0.29,0
TXN101349,2026-09-01 22:22:02,9717.97,22,1,26,3,4931.15,1.97,1,0,6.5,2,0,CREDIT_CARD,travel,109,0,0.48,0.24,0.09,0
TXN101350,2026-08-21 07:07:50,2298.83,7,4,21,4,1286.37,1.79,0,1,19.7,0,0,WALLET,utilities,14,0,0.336,0.079,0.12,0
TXN101351,2026-08-15 05:47:26,6287.51,5,5,18,3,7588.9,0.83,0,0,8.5,1,0,DEBIT_CARD,ecommerce,246,0,0.045,0.208,0.09,0
TXN101352,2026-08-08 17:42:36,1463.23,17,5,42,2,743.7,1.97,0,0,6.7,0,0,UPI,luxury,373,0,0.236,0.008,0.06,0
TXN101353,2026-08-30 19:57:41,7495.11,19,6,28,3,13037.7,0.57,0,0,11.1,0,2,CREDIT_CARD,utilities,112,0,0.061,0.309,0.49,0
TXN101354,2026-08-24 10:09:31,715.3,10,0,35,0,477.42,1.5,1,0,2.6,0,0,UPI,grocery,305,0,0.282,0.113,0.0,0
TXN101355,2026-08-23 05:21:54,1644.64,5,6,25,4,1329.3,1.24,1,0,1.8,1,1,UPI,grocery,188,0,0.285,0.136,0.32,0
TXN101356,2026-08-20 14:34:59,108.18,14,3,20,4,393.68,0.27,0,0,1.6,0,0,CREDIT_CARD,ecommerce,250,0,0.259,0.084,0.12,0
TXN101357,2026-08-21 21:51:50,1751.86,21,4,47,9,1375.0,1.27,0,0,9.7,0,2,CREDIT_CARD,gaming,118,0,0.047,0.327,0.67,0
TXN101358,2026-08-22 05:42:04,285.82,5,5,36,1,1054.66,0.27,0,0,5.7,0,0,DEBIT_CARD,electronics,98,0,0.511,0.067,0.03,0
TXN101359,2026-08-20 18:03:42,5772.17,18,3,22,1,3308.62,1.74,0,0,0.6,0,0,UPI,electronics,118,0,0.089,0.051,0.03,0
TXN101360,2026-08-09 20:31:18,7539.87,20,6,42,1,2907.1,2.59,0,0,9.2,0,0,UPI,gaming,8,0,0.469,0.337,0.03,0
TXN101361,2026-08-20 11:07:49,1215.71,11,3,43,1,1346.97,0.9,0,0,10.1,1,0,UPI,travel,450,0,0.171,0.009,0.03,0
TXN101362,2026-08-25 22:56:42,4056.72,22,1,18,3,2217.24,1.83,1,0,10.0,0,0,NET_BANKING,ecommerce,27,0,0.217,0.163,0.09,0
TXN101363,2026-08-18 22:43:20,2079.95,22,1,22,2,1278.02,1.63,1,0,1.9,1,0,UPI,gaming,244,0,0.072,0.041,0.06,1
TXN101364,2026-08-21 05:36:34,1147.7,5,4,38,2,1687.08,0.68,0,1,307.0,0,0,UPI,gaming,57,0,0.181,0.155,0.06,0
TXN101365,2026-08-12 01:33:39,505.24,1,2,58,6,1220.19,0.41,0,0,2.5,1,1,UPI,luxury,803,0,0.386,0.442,0.38,0
TXN101366,2026-08-30 20:19:51,208.6,20,6,38,3,376.89,0.55,0,0,0.3,0,0,NET_BANKING,grocery,3,0,0.266,0.095,0.09,0
TXN101367,2026-08-31 20:25:28,1529.71,20,0,23,1,837.71,1.83,1,0,9.6,0,0,UPI,travel,167,0,0.25,0.057,0.03,0
TXN101368,2026-08-25 10:24:15,1666.12,10,1,41,5,1699.74,0.98,0,0,4.9,0,0,DEBIT_CARD,travel,21,0,0.372,0.069,0.15,0
TXN101369,2026-08-31 10:12:22,672.1,10,0,42,1,1830.75,0.37,0,0,3.5,3,0,DEBIT_CARD,electronics,622,0,0.479,0.144,0.03,0
TXN101370,2026-08-08 11:13:27,721.27,11,5,41,3,705.1,1.02,0,0,5.0,0,2,NET_BANKING,electronics,323,0,0.144,0.147,0.49,0
TXN101371,2026-08-13 21:32:14,4356.47,21,3,18,1,1735.73,2.51,0,0,8.8,2,0,CREDIT_CARD,travel,259,0,0.228,0.335,0.03,0
TXN101372,2026-08-16 14:54:06,80.71,14,6,27,0,213.15,0.38,0,0,1.1,0,0,UPI,grocery,519,0,0.092,0.189,0.0,0
TXN101373,2026-09-02 07:51:24,404.41,7,2,63,10,507.73,0.8,0,0,11.1,0,8,CREDIT_CARD,travel,255,0,0.412,0.198,1.0,0
TXN101374,2026-08-31 21:11:27,5208.6,21,0,47,0,5655.93,0.92,0,0,3.8,0,0,CREDIT_CARD,utilities,58,0,0.502,0.552,0.0,0
TXN101375,2026-08-06 20:12:33,873.21,20,3,65,6,889.88,0.98,0,0,1.3,1,2,WALLET,ecommerce,14,0,0.056,0.357,0.58,0
TXN101376,2026-08-24 01:29:54,923.74,1,0,61,2,1628.2,0.57,0,0,1.4,0,1,CREDIT_CARD,gaming,157,0,0.022,0.2,0.26,0
TXN101377,2026-08-30 09:53:28,2817.9,9,6,33,2,4007.67,0.7,0,0,4.8,0,0,UPI,ecommerce,141,0,0.309,0.198,0.06,0
TXN101378,2026-08-22 17:19:43,994.63,17,5,44,5,4170.36,0.24,0,0,10.6,1,2,UPI,grocery,584,0,0.155,0.081,0.55,0
TXN101379,2026-08-31 00:00:33,749.08,0,0,47,0,706.28,1.06,0,0,6.3,0,0,CREDIT_CARD,grocery,214,0,0.025,0.116,0.0,0
TXN101380,2026-08-31 07:42:58,2527.98,7,0,43,2,703.6,3.59,0,0,11.7,0,0,UPI,ecommerce,235,0,0.075,0.244,0.06,0
TXN101381,2026-08-15 12:01:38,6159.39,12,5,42,1,4941.38,1.25,0,0,9.0,0,0,DEBIT_CARD,grocery,124,0,0.334,0.187,0.03,0
TXN101382,2026-08-25 04:28:18,1574.93,4,1,34,2,1346.13,1.17,0,1,585.5,0,0,UPI,gaming,50,0,0.124,0.236,0.06,0
TXN101383,2026-08-12 03:23:38,1422.35,3,2,18,5,2371.95,0.6,0,0,10.8,0,5,DEBIT_CARD,ecommerce,30,0,0.35,0.322,1.0,0
TXN101384,2026-08-28 01:12:23,966.37,1,4,22,4,320.72,3.01,1,0,11.9,0,0,UPI,ecommerce,325,0,0.324,0.324,0.12,0
TXN101385,2026-09-02 18:43:47,1526.62,18,2,48,2,1466.2,1.04,0,1,34.9,0,0,UPI,ecommerce,75,0,0.088,0.273,0.06,0
TXN101386,2026-08-23 19:01:41,2098.69,19,6,48,2,2070.89,1.01,0,0,11.4,4,0,CREDIT_CARD,electronics,105,0,0.127,0.419,0.06,1
TXN101387,2026-08-09 10:40:53,5362.49,10,6,19,4,5127.17,1.05,0,0,4.2,0,0,UPI,travel,55,0,0.088,0.413,0.12,0
TXN101388,2026-08-08 23:37:29,957.59,23,5,31,3,4201.63,0.23,0,0,4.7,0,1,DEBIT_CARD,electronics,20,0,0.179,0.108,0.29,0
TXN101389,2026-08-22 15:20:20,376.55,15,5,26,2,809.6,0.47,0,0,0.9,0,0,NET_BANKING,ecommerce,1184,0,0.307,0.114,0.06,0
TXN101390,2026-08-10 19:20:15,2051.02,19,0,40,4,2320.62,0.88,0,0,7.3,0,0,UPI,ecommerce,183,0,0.136,0.108,0.12,0
TXN101391,2026-08-17 17:42:15,4432.27,17,0,42,2,2736.41,1.62,0,0,5.7,0,0,UPI,luxury,248,0,0.059,0.156,0.06,0
TXN101392,2026-08-24 20:25:46,7126.0,20,0,49,1,4300.88,1.66,0,0,9.5,0,0,UPI,ecommerce,166,2,0.286,0.009,0.03,0
TXN101393,2026-08-18 09:40:06,1675.3,9,1,18,6,3246.02,0.52,0,0,11.3,0,1,UPI,grocery,366,0,0.482,0.08,0.38,0
TXN101394,2026-08-30 15:10:34,2652.22,15,6,27,7,3423.73,0.77,0,1,72.2,0,0,UPI,gaming,811,0,0.159,0.164,0.21,0
TXN101395,2026-09-01 05:39:01,2222.09,5,1,25,4,2087.93,1.06,0,0,6.9,0,0,UPI,grocery,112,0,0.129,0.247,0.12,0
TXN101396,2026-08-25 23:15:07,743.82,23,1,32,1,758.0,0.98,0,0,1.0,0,0,UPI,grocery,727,0,0.104,0.026,0.03,0
TXN101397,2026-09-01 22:41:30,6538.8,22,1,30,2,1365.86,4.79,0,0,9.3,0,0,UPI,ecommerce,296,0,0.314,0.074,0.06,0
TXN101398,2026-08-27 18:25:32,1742.33,18,3,51,0,3330.04,0.52,0,0,5.7,0,0,CREDIT_CARD,gaming,65,0,0.02,0.44,0.0,0
TXN101399,2026-08-06 08:47:04,5379.75,8,3,36,2,6198.76,0.87,0,1,68.2,1,1,UPI,electronics,122,0,0.369,0.045,0.26,0
